"filename", "language", "Rust", "Markdown", "JSON", "C", "PowerShell", "comment", "blank", "total"
"c:\Users\bmiko\nexir\src\timeline\query.rs", "Rust", 56, 0, 0, 0, 0, 4, 7, 67
"c:\Users\bmiko\nexir\src\timeline\rational.rs", "Rust", 86, 0, 0, 0, 0, 14, 15, 115
"c:\Users\bmiko\nexir\src\timeline\source.rs", "Rust", 187, 0, 0, 0, 0, 5, 22, 214
"c:\Users\bmiko\nexir\src\timeline\store.rs", "Rust", 171, 0, 0, 0, 0, 12, 39, 222
"c:\Users\bmiko\nexir\src\timeline\tests.rs", "Rust", 504, 0, 0, 0, 0, 35, 66, 605
"c:\Users\bmiko\nexir\src\timeline\track.rs", "Rust", 119, 0, 0, 0, 0, 14, 23, 156
"c:\Users\bmiko\nexir\src\timeline\transform.rs", "Rust", 91, 0, 0, 0, 0, 43, 25, 159
"c:\Users\bmiko\nexir\ui\src\app.rs", "Rust", 1149, 0, 0, 0, 0, 80, 118, 1347
"c:\Users\bmiko\nexir\ui\src\audio_mixer.rs", "Rust", 166, 0, 0, 0, 0, 17, 26, 209
"c:\Users\bmiko\nexir\ui\src\history.rs", "Rust", 57, 0, 0, 0, 0, 0, 11, 68
"c:\Users\bmiko\nexir\ui\src\image_still.rs", "Rust", 191, 0, 0, 0, 0, 11, 22, 224
"c:\Users\bmiko\nexir\ui\src\layout\export_settings.rs", "Rust", 257, 0, 0, 0, 0, 22, 26, 305
"c:\Users\bmiko\nexir\ui\src\layout\inspector.rs", "Rust", 320, 0, 0, 0, 0, 14, 27, 361
"c:\Users\bmiko\nexir\ui\src\layout\media_pool.rs", "Rust", 154, 0, 0, 0, 0, 7, 15, 176
"c:\Users\bmiko\nexir\ui\src\layout\mod.rs", "Rust", 6, 0, 0, 0, 0, 0, 1, 7
"c:\Users\bmiko\nexir\ui\src\layout\timeline.rs", "Rust", 1506, 0, 0, 0, 0, 85, 148, 1739
"c:\Users\bmiko\nexir\ui\src\layout\top_bar.rs", "Rust", 194, 0, 0, 0, 0, 8, 17, 219
"c:\Users\bmiko\nexir\ui\src\layout\viewport.rs", "Rust", 359, 0, 0, 0, 0, 7, 42, 408
"c:\Users\bmiko\nexir\ui\src\main.rs", "Rust", 151, 0, 0, 0, 0, 7, 25, 183
"c:\Users\bmiko\nexir\ui\src\waveform.rs", "Rust", 164, 0, 0, 0, 0, 10, 20, 194
"Total", "-", 28675, 303, 6, 159, 63, 2999, 4297, 36502
